title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Enhanced free listings - active	Free listings - active	Shopping ads - active	channel	country	language	additional image link	age group	brand	color	custom label 0	custom label 1	custom label 2	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	note	product type	sell on google quantity	shipping weight	size	tax(rate)
"6/12 Paints-Metallic Glitter Solid Colors Set | Artist Watercolor Paints-Glitter Solid Colors-Metallic Watercolor Paint Set, Set of 6/12 Shimmery"	shopify_US_7079939571864_41241215959192	16.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01qgOOYI23PAxvc5L1K__2207567677247-0-cib.jpg?v=1638162076,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01oSlvk323PAxllrT1T__2207567677247-0-cib_c140ae8d-a367-4eb5-b9c6-b4734087f6be.jpg?v=1638162077,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01oSlvk323PAxllrT1T__2207567677247-0-cib.jpg?v=1638162078,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01LyoPdp23PAxrrK6vq__2207567677247-0-cib.jpg?v=1638162079,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01VlYjPi23PAy1SqBjY__2207567677247-0-cib-1.jpg?v=1638162080,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01Q8zbuN23PAxrrDGMF__2207567677247-0-cib.jpg?v=1638162080		Grabie					"6/12 Colors per set, artist-grade vivid colors with unbeatable price. Once you try it, you will find out they are way beyond your expectations. Let your creations shine with this set of metallic watercolors. These watercolors are infused with lustrous pigment to provide a unique liquid metal finish. PORTABLE & REUSABLE - You can paint everywhere with this watercolor paint set: countryside, beach, train, garden, indoors, park, in the city. Each watercolor can be removed or replaced individually, so you can arrange your colors in the way you like. GLITTERING EFFECT - Pre-mixed with medium, provide a special glitter effect, ideal for shimmer effect and highlighting. ARTIST GRADE PAINT - Made of extra fine and purity pigment, make these paints have good transparency, good diffusion, high light fastness, and high saturation, perfect for mixing and blending. CONVENIENT & EASY TO USE - Just add a touch of water to reactivate your shimmer watercolor paints and you’re ready to begin."		505378		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01Iqiez523PAy1SoNSW__2207567677247-0-cib.jpg?v=1638162076		https://www.grabie.cc/products/12-paints-metallic-glitter-solid-colors-set?variant=41241215959192&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21100314100		Art Supplies	1997	0 kg		0
"50 Pcs Professional Drawing Pencil Set | Graphite Drawing Pencils and Sketch Set (50-Piece Kit), Complete Artist Kit Includes Pastel Pencils"	shopify_US_7113099870360_41276822880408	39.99 USD	66	0	29.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/02_4c915508-28ef-4a3c-8f38-53446d207e27.jpg?v=1638161952,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/01_f5752d14-fa60-4116-bca5-7e175c158fd5.jpg?v=1638161953,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11147639076_490524384.jpg?v=1638161953,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11172704045_490524384.jpg?v=1638161955,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11142178723_490524384.jpg?v=1638161955,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11085876654_490524384.jpg?v=1638161956,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_245c5fba-085e-4a44-b827-b8cc40a64bc5.jpg?v=1638161958,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11172686331_490524384.jpg?v=1638161958		Grabie					"Motivate yourself to create detailed drawings with the full spectrum of values with this versatile, expert-grade, professional drawing pencil set of 50. This set includes everything any artist needs to elevate their craft. HIGH-QUALITY & REASSURED - Sketch pencils are made of natural and environmentally friendly materials. The break-resistant graphite in the pencils is a mixture of finely ground graphite and clay to ensure a smooth, balanced, and easy laydown, will not fall out during use or sharpening, perfect for shading! The sketchbook featured premium fine texture paper, it’s acid-free and non-toxic. It can be ideal for experimenting and perfecting your ideas and techniques. FOR BEGINNER & PROFESSIONAL - A complete set of painting tools can meet all your needs, whether you are a child or an adult, an amateur who loves painting or a professional painter, you can bring this art kit to any place to sketch, color or paint. COMPLETE DRAWING SET - 15 graphite sketch pencils for drawing, 4 pastel pencils, 4 willow charcoal sticks, 3 charcoal pencils, 3 charcoal sticks, 3 graphite sticks, 3 pastel sticks, 3 paper blending stumps, 2 paper blending tortillon, 2 woodless graphite pencil, 1 vinyl eraser, 1 kneaded eraser, 1 double-hole metal sharpener, 1 charcoal pencil sharpener, 1 pencil extender, 1 artist knife, 1 sandpaper block, 1 10-pages sketching paper pad. EASY TO CARRY - Features a premium carton set, compartmentalized for all your supplies. This art set is sure to please! Set your loved ones down a creative path, equipping them with their first complete set."		3026	696177568742	yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/60Piece-Set-Professional-Sketch-Pencil-Charcoal-Brush-Wooden-Box-Sketch-Tools-Wooden-Man-Ruler-Drawing-Painting.jpg?v=1638161950		https://www.grabie.cc/products/50-pcs-professional-drawing-pencil-set?variant=41276822880408&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21110031100		Art Supplies	1996	0 kg		0
5 Pcs Round Rod Micro Detail Paint Brush Set | Fine Detail Art Paint Brush Set 8pcs with wood Handle for Miniatures Model Craft Face Painting	shopify_US_7125503836312_41319295352984	29.99 USD	1	0	20.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/youhua43370500.jpg?v=1638161888,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11467758653_1943370500.jpg?v=1638161888,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01EpDGEj2JyTK60NAqw__2200590219490-0-cib.jpg?v=1638161890,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/61XIPaNIurL._AC_SL1000.jpg?v=1638161890,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20211123-171523.jpg?v=1638161892		Grabie			Brush		"5 pcs miniature brushes ensure that you always have just the right paintbrush for the job. This set of detailing brushes offers the perfect small paintbrush for each phase of all your artistic painting projects. EXCELLENT VARIETY - This set contains 5 mini brushes in different types – shader, angled spot detailer, liner, round, and spotter. The wide range provides more possibilities for your detailed artworks. SUPERIOR QUALITY - It’s a delicate collection of liner brushes with ultra-fine nylon hair, which are perfect for small-scale projects and detailed artwork with high precision. The bristles are secured in seamless aluminum ferrules to prevent shedding. EASY-GRIP WOODEN HANDLES - The thick easy-grip wooden handles are specially designed to make the brushes easier to hold with great comfort and better control without wiggling. DIVERSE MEDIUM CHOICE - As a multi-purpose brush set, the brushes are suitable for all types of paints and mediums including acrylic, oil, and watercolors. Artists can easily make transitions at their convenience. EASY TO CLEAN & DURABLE - The brushes provide a longer life span with great shape retention, which keeps their spring after cleaning. Gently reshape the bristles with your fingers after washing out the paints thoroughly."		18		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11502568913_1943370500.jpg?v=1638161887		https://www.grabie.cc/products/5-pcs-round-rod-micro-detail-paint-brush-set?variant=41319295352984&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21110501100		Art Supplies	999	0 kg		0
"Reinforced Retractable Artist Easel Stand | Reinforced Artist Easel Stand, Extra Thick Aluminum Metal Tripod Display Easel Adjustable Height with"	shopify_US_7000065048728_40885712093336	29.99 USD	52	3			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_b98da626-2b52-4a31-93bf-b56321c07c40.jpg?v=1638164273,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/13_d233ff26-54b4-4d61-a04f-1355f6eb8722.jpg?v=1638164274,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1_aac4dbe2-f4df-4622-8efb-ff2f4c0e5088.jpg?v=1638164275,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_43dbeafc-6919-416f-a9ee-d451dcc34bd4.jpg?v=1638164276,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_beb8f150-e38b-442b-aada-1aa123fc651f.jpg?v=1638164277		Grabie					"A simple, convenient tabletop display and artists' easel that's commonly used for artwork paintings, framed photos, and more. it’s an ideal portable tabletop travel easel. Great for use in retail stores, trade shows, exhibitions, offices, classrooms, homes, or anywhere an artist wants to showcase their work. SUITABLE FOR DIFFERENT GROUND - Adjustable legs are perfect for field use to adjust to uneven ground, non-slip base provides more grip performance, easy carry with a durable carry bag in the outdoor. PORTABLE SIZE - Perfect for floor stand or tabletop display, Folds to only 22.83"" for easy storage and transporting, Easy turn knobs for quick height/angle adjustments. REINFORCE DESIGN - Sturdy tripod easel that's made with premium quality lightweight tubular iron for extra stability. The back leg allows easel angle adjustments."		968		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11_92271557-529e-4b7a-a879-4e441b4fe184.jpg?v=1638164272		https://www.grabie.cc/products/retractable-easel?variant=40885712093336&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21090061100		Art Supplies	1998	0 kg		0
Beautiful Flowers Pillow Cover Latch Hook Rug Kit Rose	shopify_US_7469088899325_42098516787453	38.99 USD	0	0	26.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN018hvmPu1V6g3MEtkZP__2208679182604-0-cib.jpg?v=1638162444,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01qlVcxm1V6g3OIHuxe__2208679182604-0-cib.jpg?v=1638162444		Grabie					"Get hooked with a super fun craft! Beautiful Flowers Pillow Cover Latch Hook Rug Kit is perfect for fun at almost any age! The easy-to-read chart and legend, along with basic latch hook instructions, will guide you along as you work your way through this exciting craft. EASY TO FOLLOW - The color pre-printed pattern design, non-slip canvas, and English instructions. It's easy to follow. The canvas clearly shows each tiny square and the color yarn to use. MATERIAL - Highly detailed designs and high-quality rug yarn make it easy to crochet. Rug yarn in bright colors is made from high-quality acrylic fiber. FEATURES - Great crafts give you an opportunity to do handwork together with your children. Creating colorful works of art is entertaining and fun. It’s the perfect activity for travel, and you can take it with you anywhere. MULTI-FUNCTION - This DIY project has multiple purposes and can be used to decorate many household items. Place it on the floor, wall, or sofa, or use it to make pillows and seat cushions. DIMENSIONS - The length and width are both 16.93 inches. Color pre-printed pattern design, non-slip canvas, enough different colors, short yarns, latch hook, color card, English instructions."		7096		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17916859862_2116461133.jpg?v=1638162440		https://www.grabie.cc/products/beautiful-flowers-pillow-cover-latch-hook-rug-kit?variant=42098516787453&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21110672100		Crafts & Hobbies	999	0 kg		0
"Professional Drawing Sketching Pencils Set | Art Supplies Graphite Drawing Pencils and Sketch Set (13-Piece Kit), Complete Artist Kit Includes"	shopify_US_6983099482264_40826406928536	45.99 USD	27	1	33.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/3-2.jpg?v=1638164041,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_1ac34aac-68e8-4935-a617-6b1aba09d36e.jpg?v=1638164043,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/7_28a46e2f-f25b-43dd-90cb-e11ef87a5c43.jpg?v=1638164045,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/6_adf45fea-0f44-4b58-9757-926c416a3d92.jpg?v=1638164047		Grabie					"This sketch art tool kit is perfect for portrait, mango, anime, cartoon, design, sketching, blending, shading. You are free to create, explore and enhance your drawing and sketching skills, whether you are an experienced artist or a beginner. 13 PCS SKETCH PENCIL - A wide variety of hardness for all your artwork needs.Includes premium sharpened professional graphite pencils (2Hx1, HBx2, 2Bx3, 4Bx3, 6Bx2, 8Bx2). PERFECT ACCESSORIES - This sketching set includes almost all the accessories for sketching and drawing,includes premium quality charcoal pencils, charcoal sticks, and kneaded erasers, pencil extender, art knife, portable carrying case and etc. PORTABLE - Non-toxic components and travel-friendly carrying case which is portable for you to do sketching anywhere and anytime. Strong compact inside and zippered carrying case to hold and protect all the sketching tools inside in safe when travelling, all the contents stay organized and tidy. ENDLESS POSSIBILITIES - For beginners and professional artists, you can express your talent and enhance your potential art skills as an artist. Ideal for drawing, sketching and doodling. Find inspiration and start your art career with this art set."		3026		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_bd8f210c-82c1-4541-90ea-bef66c3d575e.jpg?v=1638164039		https://www.grabie.cc/products/professional-drawing-sketching-pencils-set?variant=40826406928536&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21080061100		Art Supplies	1995	0 kg		0
Stainless Steel Manual Coffee Grinder with Adjustable Knob	shopify_US_7019851317400_40962075361432	31.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/7_377cf3db-4235-4a36-8fa6-93ceb662022d.jpg?v=1638164519,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5-1_0e5d2921-33b8-47d3-99f0-3e9f81714fe0.jpg?v=1638164520,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/6_91f6ddab-8694-43d5-af71-c48b933bff06.jpg?v=1638164521,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_96184f9c-6c4e-402d-a7dc-0ceff0235df1.jpg?v=1638164522,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1-1_ac21a9db-fed9-45c5-9dbd-8b27badf3de5.jpg?v=1638164523		Grabie					"Built-in adjustable grind selector settings allows for 100% precision control over the coarseness of your coffee bean grind for pour over, drip, cold brew, percolator, espresso, every time, while helping preserve and maintain coffee freshness. ADJUSTABLE KNOB - Equipped with manual grind settings to ensures you have 100% precision & control over the coarseness of your grind making for the perfect cup of coffee to start your day. CONVENIENT - Removable hand crank mechanism consistently eliminates over 90% the noise that an electric coffee bean grinder would produce. DURABLE LONG LASTING - Built with 100% top-quality food grade stainless steel, our manual grinder is built to last. The hands crank comes finished with stainless steel for grinding the perfect coffee roast. EASY TO CLEAN - The manual coffee grinder can be cleaned by brush or running water. It is easy to disassemble for cleaning. After washing, please air dry it well before reassembling the parts."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_b638ca4f-7ad4-417e-be3a-e6f54ecb258c.jpg?v=1638164518		https://www.grabie.cc/products/manual-coffee-grinder-with-adjustable-settings?variant=40962075361432&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	CKT21090261100		Kitchen Tools	1998	0 kg		0
12 Pcs Flat Paint Brush Set With Natural Wood Handle	shopify_US_7514627342589_42224631775485	22.99 USD	0	0	17.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01mTwFek1uz3UlWc5ma__2210970366107-0-cib.jpg?v=1640154564,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01jmyilC1uz3UirQvyk__2210970366107-0-cib.jpg?v=1640154564,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN011xed1b1uz3UiruTRn__2210970366107-0-cib.jpg?v=1640154564,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN011YOItx1uz3UpzIGur__2210970366107-0-cib.jpg?v=1640154565,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01kHeuPp1uz3UdbaEG2__2210970366107-0-cib.jpg?v=1640154565,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01ptW1T41uz3Ul0d3gS__2210970366107-0-cib.jpg?v=1640154565,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01y1wSHC1uz3UnLUiyG__2210970366107-0-cib.jpg?v=1640154565,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN014fQ4jQ1uz3UWdp7rd__2210970366107-0-cib.jpg?v=1640154565		Grabie			Brush		"12 different size brushes are perfect for every level of artists from beginners to professionals. If you are looking for elegantly made paintbrushes for personal use or as a gift, our short-handled paintbrushes set will be ideal for you. ALL THE PAINT BRUSHES YOU NEED - Whether you're a hobbyist or a professional, this artist paint brush set will help you make gorgeous art! The many shapes and sizes give you plenty of options. This set includes 12 high-quality, synthetic watercolor brushes. WORKS WITH VARIOUS MEDIUMS - Use our 12 pieces flat paint set for watercolor, acrylic, and even oil painting. The bristles hold a good amount of paint, and the easy-grip handles give you fine control. WIDE APPLICATIONS - Our painting set holds up well regardless of what you're painting on. Use these professional brushes on fabric, canvas, wood, or board--no staining or shedding. BEST GIFT FOR CREATIVES - Put a smile on a friend or family member's face! This oil paint and acrylic brush set is the perfect choice for creatives, whether kids or adults."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01bp4KnE1uz3UhKk5aV__2210970366107-0-cib.jpg?v=1640154564		https://www.grabie.cc/products/12-pcs-flat-paint-brush-set-with-natural-wood-handle?variant=42224631775485&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21120721100		Art Supplies	999	0 kg		0
3 Pcs of Flower Embroidery Kits	shopify_US_7478249029885_42126148894973	27.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/8947039501_2001160281.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01oo7Diq2C6F9eODVrG__2212396708424-0-cib.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01d73jB92C6F9kHWWi5__2212396708424-0-cib.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01zMMRjC2C6F9mXQAXK__2212396708424-0-cib.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01qUb9yh2C6F9mXQEhh__2212396708424-0-cib.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN014Nu9GK2C6F9kHU2uW__2212396708424-0-cib.jpg?v=1638258786,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01klrzhS2C6F9o9gLlL__2212396708424-0-cib.jpg?v=1638258786		Grabie					"Complete the perfect project one stitch at a time! Stitch your way to a beautiful creation with Love Books Counted Cross Stitch Kit. This gorgeous cross-stitch features beautiful flowers. Happily stitch your way to a beautiful design that can be framed to be enjoyed for generations! FULL RANGE KIT - 3 pcs cotton fabric with flowering shrubs pattern, 3 set soft embroidery threads, 1 pc 7.87 inches embroidery hoops, 6 pcs embroidery needles, 1 pc scissors,1pc instruction. PLANT EMBROIDERY KIT - Three patterns to meet your demands, which are printed with plants & flowers. Great for decorating your home or display ornament. SUITABLE FOR BEGINNERS - The instructions include an illustration of embroidery, teaching you how to deal with embroidery floss, printed pattern, and the way to frame embroidery, suitable for beginners. PRECIOUS GIFT - Enjoy the process of DIY embroidery, embroider the words you want to express, and give them as a gift to your family or friends. That will be a meaningful and charming experience. Notice: The pattern is made of special ink, meet the water will disappear, do not touch the water before finishing."		7096		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/8947036570_2001160281.jpg?v=1638258786		https://www.grabie.cc/products/3-pcs-of-flower-embroidery-kits?variant=42126148894973&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21110761100		Crafts & Hobbies	999	0 kg		0
"24 Colors Acrylic Premium Artist Paint | Acrylic Paint, Set of 24 Colors/Tubes (12 ml) W/ Storage Box, Rich Pigments, Non Fading, Non Toxic Paints"	shopify_US_7113225044120_41277085778072	27.99 USD	18	1	18.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22031931915_1063677952.jpg?v=1640600560,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22112107996_1063677952.jpg?v=1640600560,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/89.jpg?v=1640600560,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22202012458_1063677952.jpg?v=1640600560,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22112113774_1063677952.jpg?v=1640600560,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22202000834_1063677952.jpg?v=1640600572,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4148169085_1063677952.jpg?v=1640600572,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22112131428_1063677952.jpg?v=1640600572		Grabie					"This plentiful paint set will supply you with the perfect, pigment-packed paints to delve into during your extra time at home. Paint like a professional with this set of 24 Acrylic Premium Artist Paint. VARIETY OF COLORS - Each of our acrilic paint contains 24 vibrant colors. Thanks to it both beginners and professionals can create a masterpieces with it. PROFESSIONAL QUALITY - Acrylic paint set is made of premium materials. Pigments are not thin and watery. Ideal for canvas painting, these colors won’t fade over time. SAFE FOR HEALTH - From now you do not need to worry about toxicity with our acrylic paints. Our paints are NON-TOXIC and odourless. It is great for creative adults, teens and kids. VARIETY OF SURFACES - Our acrylics are great for glass, woods, canvas, ceramic, clay, crafts, shoe and so on. You can use it whenever you want at home, office or at school."		505378	0708608411364	yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22202009433_1063677952.jpg?v=1640600560		https://www.grabie.cc/products/24-colors-acrylic-premium-artist-paint?variant=41277085778072&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21110041100	"GTIN无效,更新UPC"	Art Supplies	1993	0 kg		0
Vintage Roller Date Rubber Stamp Black	shopify_US_7491785851133_42169301336317	19.99 USD	0	0	10.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_700000003.jpg?v=1638789654,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_700000004.jpg?v=1638789654,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01JiDh2I247bOdDi1YP__2200574777344-0-cib.jpg?v=1638789654,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01RDvfrS247bOdDZxt9__2200574777344-0-cib.jpg?v=1638789654,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN013jZnXU247bOjvJi5X__2200574777344-0-cib.jpg?v=1638789654,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01JjQHHx247bOgpw1mJ__2200574777344-0-cib.jpg?v=1638789654		Grabie	Black				"The Date Stamp includes 10 years of dates. It is easy to change the date with four sturdy rotating bands. This dater stamp delivers rapid, repeat impressions for a reliably clear date. PREMIUM QUALITY - Made of high-quality wood handle and stand, metal frame, the retro date stamp is durable, sturdy, and heavy-duty. STAMP DIMENSIONS - The length is 1.73 inches and the height is 3.62 inches with the base. Available date range: years 2016.12.31 - 2027.12.31. EASY TO USE - With a roller to find the corresponding date and re-ink (ink is not included). MULTI-USE - Perfect for a DIY photo album, scrapbook, keeping a diary, or other DIY craft, helping you to memory special and unforgettable days."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_700000002.jpg?v=1638789654	shopify_US_7491785851133	https://www.grabie.cc/products/vintage-roller-date-rubber-stamp?variant=42169301336317&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21120051100		Crafts & Hobbies	999	0 kg		0
10 Pcs Artist Nylon Hair Brush Set	shopify_US_7521448427773_42243967222013	20.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11303743174_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11333999657_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17515566255_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17572714687_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17642810884_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17572690894_131842082.jpg?v=1640690377,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1234.jpg?v=1640690391,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/17515482865_131842082.jpg?v=1640690391		Grabie					"10 different brushes are perfect for every level of artist from beginners to professionals. If you are looking for elegantly made paintbrushes for personal use or as a gift, our short-handled paintbrushes set will be ideal for you. ALL THE PAINT BRUSHES YOU NEED - Whether you're a hobbyist or a professional, this artist paint brush set will help you make gorgeous art! The many shapes and sizes give you plenty of options. This set includes 10 high-quality, synthetic watercolor brushes: 3 round brushes (sizes1, 2, 7), 3 flat brushes (sizes 3, 6, 9), 2 angular flat brushes (sizes 5, 8), 2 filbert brushes (sizes 4,10). WORKS WITH VARIOUS MEDIUMS - Use our 12 pieces paint set for watercolor, acrylic, and other painting. The bristles hold a good amount of paint, and the easy-grip handles give you fine control. WIDE APPLICATIONS - Our painting set holds up well regardless of what you're painting on. Use these professional brushes on fabric, canvas, wood, or board--no staining or shedding. BEST GIFT FOR CREATIVES - Put a smile on a friend or family member's face! This oil paint and acrylic brush set is the perfect choice for creatives, whether kids or adults."			0708608411395	yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11303740380_131842082.jpg?v=1640690377		https://www.grabie.cc/products/10-pcs-artist-nylon-hair-brush-set?variant=42243967222013&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21121041100		Art Supplies	999	0 kg		0
